D.L.vo 193-06,193-06,FARMACI VETERINARI,COMMERCIO ALL'INGROSSO,COMMERCIO ALL'INGROSSO SENZA VENDITA AL DETTAGLIO (ART.66) IN LOCALI CON SUPERFICIE TOTALE LORDA COMPRENSIVA DI SERVIZI E DEPOSITI INFERIORE A 400 MQ,FVET-COMM-SVDET,FVET,COMM,SVDET,X,,X,,SCIA UNICA (COMUNICAZIONE + SCIA SANITARIA),"102, 103",3,X,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,COMMERCIO ALL'INGROSSO,COMMERCIO ALL'INGROSSO SENZA VENDITA AL DETTAGLIO (ART.66) IN LOCALI CON SUPERFICIE TOTALE LORDA COMPRENSIVA DI SERVIZI E DEPOSITI SUPERIORE A 400 MQ,FVET-COMM-SVDET,FVET,COMM,SVDET,X,,X,,SCIA UNICA (COMUNICAZIONE + SCIA SANITARIA + SCIA PREVENZIONE INCENDI),"102, 103",3,X,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,COMMERCIO ALL'INGROSSO,COMMERCIO ALL'INGROSSO CON VENDITA AL DETTAGLIO (ART. 66 + ART. 70 punto 2) IN LOCALI CON SUPERFICIE TOTALE LORDA COMPRENSIVA DI SERVIZI E DEPOSITI INFERIORE A 400 MQ,FVET-COMM-VDET,FVET,COMM,VDET,X,,X,,SCIA UNICA (COMUNICAZIONE + SCIA SANITARIA),"102, 103",3,X,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,COMMERCIO ALL'INGROSSO,COMMERCIO ALL'INGROSSO CON VENDITA AL DETTAGLIO (ART. 66 + ART. 70 punto 2) IN LOCALI CON SUPERFICIE TOTALE LORDA COMPRENSIVA DI SERVIZI E DEPOSITI SUPERIORE A 400 MQ,FVET-COMM-VDET,FVET,COMM,VDET,X,,X,,SCIA UNICA (COMUNICAZIONE + SCIA SANITARIA + SCIA PREVENZIONE INCENDI),"102, 103",3,X,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,MEDICO VETERINARIO MUNITO DI SCORTA DI FARMACI VETERINARI PER ATTIVITA' ZOOIATRICA,MEDICO VETERINARIO MUNITO DI SCORTA DI FARMACI VETERINARI PER ATTIVITA' ZOOIATRICA,FVET-MVET-MVEF,FVET,MVET,MVEF,X,,X,,COMUNICAZIONE,,,,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,ESERCIZIO DI VENDITA AL DETTAGLIO CHE EFFETTUA LA VENDITA DI FARMACI VETERINARI,ESERCIZIO DI VICINATO CHE EFFETTUA LA VENDITA DI FARMACI VETERINARI (ART. 70 PUNTO 1),FVET-PARVET-PARVED,FVET,PARVET,PARVED,X,,X,,SCIA UNICA (SCIA AMMINISTRATIVA + COMUNICAZIONE),,3,X,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,ESERCIZIO DI VENDITA AL DETTAGLIO CHE EFFETTUA LA VENDITA DI FARMACI VETERINARI,GRANDE STRUTTURA DI VENDITA CHE EFFETTUA LA VENDITA DI FARMACI VETERINARI (ART. 70 PUNTO 1),FVET-PARVET-PARVED,FVET,PARVET,PARVED,X,,X,,AUTORIZZAZIONE + COMUNICAZIONE,,3,X,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,ESERCIZIO DI VENDITA AL DETTAGLIO CHE EFFETTUA LA VENDITA DI FARMACI VETERINARI,MEDIA STRUTTURA DI VENDITA CHE EFFETTUA LA VENDITA DI FARMACI VETERINARI (ART. 70 PUNTO 1),FVET-PARVET-PARVED,FVET,PARVET,PARVED,X,,X,,AUTORIZZAZIONE + COMUNICAZIONE,,3,X,,,,,,,,,,
D.L.vo 193-06,193-06,FARMACI VETERINARI,STRUTTURA VETERINARIA MUNITA DI SCORTA DI FARMACI VETERINARI,STRUTTURA VETERINARIA MUNITA DI SCORTA DI FARMACI VETERINARI,FVET-STVET-STVEF,FVET,STVET,STVEF,X,,X,,SCIA,,3,X,,,,,,,,,,
D.L.vo 196/99,196-99,PRODUZIONE PRIMARIA,COMMERCIANTE DI BESTIAME,"COMMERCIANTE DI BESTIAME (BOVINI,SUINI,EQUINI,OVICAPRINI art 1 Let R e art 11 comma 1 let A del D.Lvo 196/99)",MS.000-COBE-RIC,MS.000,COBE,RIC,,X,,X,RICONOSCIMENTO IMPRESA,,,,,,,,,,,,,
D.L.vo 196/99,196-99,PRODUZIONE PRIMARIA,ALLEVAMENTO CHE INTENDE EFFETTUARE SCAMBI INTRACOMUNITARI,SCAMBI DI POLLAME VIVO,MS.000-MS.000.000-SPV,MS.000,MS.000.000,SPV,,X,,X,RICONOSCIMENTO IMPRESA,,,,,,,,,,,,,
D.L.vo 196/99,196-99,PRODUZIONE PRIMARIA,ALLEVAMENTO CHE INTENDE EFFETTUARE SCAMBI INTRACOMUNITARI,SCAMBI DI UOVA DA COVA,MS.000-MS.000.000-UDC,MS.000,MS.000.000,UDC,,X,,X,RICONOSCIMENTO IMPRESA,,,,,,,,,,,,,
D.L.vo 26-14,26-14,SPERIMENTAZIONE ANIMALE,ALLEVAMENTI/CONCENTRAMENTI DI ANIMALI NON DESTINATI ALLA PRODUZIONE DI ALIMENTI PER USO UMANO,FORNITORE DI ANIMALI UTILIZZATI A FINI SCIENTIFICI,SPE-A-ALNAU-ANSC,SPE-A,ALNAU,ANSC,X,,,X,SCIA,"94, 87",,,,,,,,,,,,
D.L.vo 26-14,26-14,SPERIMENTAZIONE ANIMALE,ALLEVAMENTI/CONCENTRAMENTI DI ANIMALI NON DESTINATI ALLA PRODUZIONE DI ALIMENTI PER USO UMANO,ALLEVAMENTO DI ANIMALI UTILIZZATI A FINI SCIENTIFICI,SPE-A-ALNAU-ALSC,SPE-A,ALNAU,ALSC,X,,X,,SCIA CONDIZIONATA,"94, 87",4,X,,,,,,,,,,
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,CENTRO DI PRODUZIONE EMBRIONI,CG-NAZ-B,CG,NAZ,B,X,,X,,SCIA,"57, 59",3,X,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,ALLEVAMENTI CHE PRATICANO INSEMINAZIONE ARTIFICIALE SUINA,CG-NAZ-D-0122,CG,NAZ,D-0122,X,,X,,SCIA,,3,X,,,,,,,,,,
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,STAZIONE INSEMINAZIONE ARTIFICIALE EQUINA,CG-NAZ-D-0126,CG,NAZ,D-0126,X,,X,,SCIA,"55, 59",3,X,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,GRUPPO DI RACCOLTA EMBRIONI CON STRUTTURA DI LABORATORIO FISSA,CG-NAZ-E-004,CG,NAZ,E-004,X,,,X,COMUNICAZIONE,59,,,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,MEDICO VETERINARIO CHE EFFETTUA FECONDAZIONE ARTIFICIALE ED IMPIANTI EMBRIONALI,CG-NAZ-E-005,CG,NAZ,E-005,X,,,X,COMUNICAZIONE,59,,,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,PERSONALE LAICO CHE EFFETTUA LA FECONDAZIONE ARTIFICIALE SOLO NEL PROPRIO ALLEVAMENTO,CG-NAZ-E-006,CG,NAZ,E-006,X,,,X,COMUNICAZIONE,59,,,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,GRUPPO DI RACCOLTA EMBRIONI CON STRUTTURA DI LABORATORIO MOBILE,CG-NAZ-E-007,CG,NAZ,E-007,X,,,X,COMUNICAZIONE,59,,,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,GRUPPO DI RACCOLTA EMBRIONI CON STRUTTURA DI LABORATORIO SIA FISSA CHE MOBILE,CG-NAZ-E-008,CG,NAZ,E-008,X,,,X,COMUNICAZIONE,59,,,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,PERSONALE LAICO CHE EFFETTUA LA FECONDAZIONE ARTIFICIALE NEGLI ALLEVAMENTI,CG-NAZ-E-009,CG,NAZ,E-009,X,,,X,COMUNICAZIONE,59,,,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,STAZIONE MONTA NATURALE PUBBLICA BOVINA,CG-NAZ-P-0121,CG,NAZ,P-0121,X,,X,,SCIA,3,3,X,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,STAZIONE MONTA NATURALE PUBBLICA BUFALINA,CG-NAZ-P-0122,CG,NAZ,P-0122,X,,X,,SCIA,3,3,X,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,CENTRO PRODUZIONE MATERIALE SEMINALE,CG-NAZ-R-003,CG,NAZ,R-003,X,,X,,SCIA,"5, 59",3,X,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,RECAPITI,CG-NAZ-R-007,CG,NAZ,R-007,X,,X,,SCIA,54,3,X,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,STAZIONE MONTA NATURALE EQUINA PRIVATA,CG-NAZ-V-0126,CG,NAZ,V-0126,X,,X,,SCIA,4,3,X,,,,,,,,,,X
D.L.vo 52/2018,52-18,RIPRODUZIONE ANIMALE,STABILIMENTI IN MATERIA DI RIPRODUZIONE ANIMALE CON COMMERCIALIZZAZIONE IN AMBITO NAZIONALE,STAZIONE MONTA NATURALE EQUINA PUBBLICA,CG-NAZ-V-0127,CG,NAZ,V-0127,X,,X,,SCIA,4,3,X,,,,,,,,,,X
D.L.vo 94/01,94-01,PRODUZIONE DI ALIMENTI TRATTATI CON RADIAZIONI IONIZZANTI,PRODUZIONE DI ALIMENTI TRATTATI CON RADIAZIONI IONIZZANTI,PRODUZIONE DI ALIMENTI TRATTATI CON RADIAZIONI IONIZZANTI,RI.A-RI.A00-RI.A00.000,RI.A,RI.A00,RI.A00.000,,X,X,,RICONOSCIMENTO STABILIMENTO,131,4,X,,,,,,,,,,
DGRC 459-06,459-06,STRUTTURE VETERINARIE,AMBULATORIO VETERINARIO,PRIVATO,VET-AMBV-PR,VET,AMBV,PR,X,,X,,SCIA,118,3,X,,,,,,,,x,"STRUTTURA VETERINARIA - ""A"": ambulatorio veterinario","si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,AMBULATORIO VETERINARIO,PUBBLICO,VET-AMBV-PU,VET,AMBV,PU,X,,X,,SCIA,118,3,X,,,,,,X,X,x,"STRUTTURA VETERINARIA - ""A"": ambulatorio veterinario","si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,ENTE O IMPRESA CHE UTILIZZA AMBULANZE VETERINARIE,ENTE O IMPRESA CHE UTILIZZA AMBULANZE VETERINARIE,VET-CARV-PS,VET,CARV,PS,X,,,X,SCIA,127,,,,,,,,,,,,
DGRC 459-06,459-06,STRUTTURE VETERINARIE,CLINICA VETERINARIA - CASA DI CURA VETERINARIA,PRIVATO,VET-CLIV-PR,VET,CLIV,PR,X,,X,,SCIA,118,3,X,,,,,,,,x,"STRUTTURA VETERINARIA - ""C"": clinica veterinaria","si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,CLINICA VETERINARIA - CASA DI CURA VETERINARIA,PUBBLICO,VET-CLIV-PU,VET,CLIV,PU,X,,X,,SCIA,118,3,X,,,,,,X,X,x,"STRUTTURA VETERINARIA - ""C"": clinica veterinaria","si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,LABORATORIO VETERINARIO DI ANALISI,LABORATORIO VETERINARIO DI ANALISI,VET-LABV-LABV,VET,LABV,LABV,X,,X,,SCIA,118,2,X,,,,,,,,x,STRUTTURA VETERINARIA - “L”: laboratorio veterinario di analisi,"si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,OSPEDALE VETERINARIO,PRIVATO,VET-OSPV-PR,VET,OSPV,PR,X,,X,,SCIA,118,3,X,,,,,,,,x,"STRUTTURA VETERINARIA - ""O"": ospedale veterinario","si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,OSPEDALE VETERINARIO,PUBBLICO,VET-OSPV-PU,VET,OSPV,PU,X,,X,,SCIA,118,3,X,,,,,,X,X,x,"STRUTTURA VETERINARIA - ""O"": ospedale veterinario","si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,STUDIO VETERINARIO,CON ACCESSO DI ANIMALI,VET-STUV-ACCA,VET,STUV,ACCA,X,,X,,SCIA,118,3,X,,,,,,,,x,"STRUTTURA VETERINARIA - ""S"": studio veterinario","si, per sinac"
DGRC 459-06,459-06,STRUTTURE VETERINARIE,STUDIO VETERINARIO,SENZA ACCESSO DI ANIMALI,VET-STUV-SACA,VET,STUV,SACA,X,,X,,COMUNICAZIONE,118,3,X,,,,,,,,,"STRUTTURA VETERINARIA - ""S"": studio veterinario","si, per sinac"
L.R. 3/2019,3-19,ALTRO,AGENZIA DI FORMAZIONE RICONOSCIUTA DALLA REGIONE,FORMAZIONE PER ADDESTRATORE CINOFILO,ALT-FORM-CIN,ALT,FORM,CIN,X,,X,,COMUNICAZIONE,,,,,,,,,,,,,
L.R. 3/2019,3-19,ALTRO,AGENZIA DI FORMAZIONE RICONOSCIUTA DALLA REGIONE,FORMAZIONE PER EDUCATORE CINOFILO,ALT-FORM-ECIN,ALT,FORM,ECIN,X,,X,,COMUNICAZIONE,,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,CENTRO ADDESTRAMENTO,IUV-CAN-ADCA,IUV,CAN,ADCA,X,,X,,SCIA,111,1,X,,,,,,X,,x,STRUTTURA DI DETENZIONE - C09 CENTRI ADDESTRAMENTO,"si, per sinac"
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,ALLEVAMENTO DI ALTRI ANIMALI D'AFFEZIONE,IUV-CAN-AAF,IUV,CAN,AAF,X,,X,,SCIA UNICA,,3,X,,,,,,X,,x,STRUTTURA DI DETENZIONE - TC03 ALLEVAMENTO,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,ALLEVAMENTO CANI,IUV-CAN-ALLCAN,IUV,CAN,ALLCAN,X,,X,,SCIA UNICA,111,3,X,,,,,,X,,x,STRUTTURA DI DETENZIONE - TC03 ALLEVAMENTO,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,ALLEVAMENTO GATTI,IUV-CAN-ALLGAT,IUV,CAN,ALLGAT,X,,X,,SCIA UNICA,111,3,X,,,,,,X,,x,STRUTTURA DI DETENZIONE - TC03 ALLEVAMENTO,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,AREA DEGENZA,IUV-CAN-DEG,IUV,CAN,DEG,X,,X,,SCIA,111,3,X,,,,,,,X,x,STRUTTURA DI DETENZIONE - TC10 AREA DEGENZA,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,PENSIONE,IUV-CAN-PEN,IUV,CAN,PEN,X,,X,,SCIA,111,3,X,,,,,,X,,x,STRUTTURA DI DETENZIONE - TC07 PENSIONE PER ANIMALI/ASILO DIURNO,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,RIFUGIO-RICOVERO,IUV-CAN-RIFRIC,IUV,CAN,RIFRIC,X,,X,,SCIA,111,3,X,,,,,,X,,x,STRUTTURA DI DETENZIONE - TC01 RIFUGIO RICOVERO/ASILO RICOVERO,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CANILI/STRUTTURE DI DETENZIONE ANIMALI D'AFFEZIONE,RIFUGIO SANITARIO,IUV-CAN-RIFSAN,IUV,CAN,RIFSAN,X,,X,,SCIA,111,3,X,,,,,,X,X,x,STRUTTURA DI DETENZIONE - TC02 RIFUGIO SANITARIO,X anche per sinac
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CIMITERI PER ANIMALI DA COMPAGNIA,CIMITERI PER ANIMALI DA COMPAGNIA,IUV-CIM-CIM,IUV,CIM,CIM,X,,X,,SCIA CONDIZIONATA,,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI NON SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (I),ATTIVITA ASSISTITA (AAA) CON ANIMALI RESIDENZIALI,IUV-CNSIAA-AAAC,IUV,CNSIAA,AAAC,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI NON SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (I),ATTIVITA ASSISTITA (AAA) SENZA ANIMALI RESIDENZIALI,IUV-CNSIAA-AAAS,IUV,CNSIAA,AAAS,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI NON SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (I),EDUCAZIONE ASSISTITA (EAA) CON ANIMALI RESIDENZIALI,IUV-CNSIAA-EAAC,IUV,CNSIAA,EAAC,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI NON SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (I),EDUCAZIONE ASSISTITA (EAA) SENZA ANIMALI RESIDENZIALI,IUV-CNSIAA-EAAS,IUV,CNSIAA,EAAS,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
L.R. 3/2019,3-19,IGIENE URBANA VETERINARIA,CENTRI NON SPECIALIZZATI PER INTERVENTI ASSISTITI CON GLI ANIMALI (I),TERAPIA ASSISTITA (TAA) CON ANIMALI RESIDENZIALI,IUV-CNSIAA-TAAC,IUV,CNSIAA,TAAC,X,,X,,COMUNICAZIONE,278,,,,,,,,,,,,
